id,reference,location,ward,parish,decision,receivedDate,validDate,decisionDate,committeeDate,uprn
149857,WL/2025/00739,"LAND AT, DUNHOLME ROAD, SCOTHERN, LINCOLN, LN2 2UD",SUDBROOKE,Scothern CP,PENDING,2025-07-11T12:00:00,2025-07-11T12:00:00,,2025-07-14T15:22:42,10023307586
